"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),338081,,12/1/2013,2458.52,USD,2458.52,USD,11/20/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/11/21 P 2013/11/21,2717758,2458.52,11/22/2013,,,,,,,,
Paid(Override),338081,,12/1/2014,2532.27,USD,2532.27,USD,11/18/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/11/19 P 2014/11/19,2991101,2532.27,11/20/2014,,,,,,,,
Paid(Override),338081,,12/1/2015,2608.24,USD,2608.24,USD,11/17/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/11/18 PP 3222343 2015/11/19 2608.24 2608.24 P 2015/11/18 PP 3222343 2015/11/19 2608.24 2608.24 P 2015/11/18 P 2015/11/18,3222343,2608.24,11/19/2015,,,,,,,,
Paid(Override),338081,,2/1/2007,1999,USD,1999,USD,1/19/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,725521,1999,1/23/2007,,,,,,,,
Paid(Override),338081,,2/1/2008,2058.97,USD,2058.97,USD,1/22/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1063485,2058.97,1/23/2008,,,,,,,,
Paid(Override),338081,,2/1/2009,2120.74,USD,2120.74,USD,1/20/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1387641,2120.74,1/22/2009,,,,,,,,
Paid(Override),338081,,2/1/2010,2184.36,USD,2184.36,USD,1/19/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1685160,2184.36,1/21/2010,,,,,,,,
Paid(Override),338081,,2/1/2011,2249.89,USD,2249.89,USD,1/20/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1972152 2011/01/24 2249.89 2249.89 P 2011/01/21,1972152,2249.89,1/24/2011,,,,,,,,
Paid(Override),338081,,2/1/2012,2317.39,USD,2317.39,USD,1/20/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/01/23,2255961,2317.39,1/24/2012,,,,,,,,
Paid(Override),338081,,2/1/2013,2386.91,USD,2386.91,USD,1/22/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2529704 2013/01/24 2386.91 2386.91,2529704,2386.91,1/24/2013,,,,,,,,
Paid(Override),338081,,2/1/2014,2458.52,USD,2458.52,USD,1/22/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/01/23 P 2014/01/23,2759260,2458.52,1/24/2014,,,,,,,,
Paid(Override),338081,,2/1/2015,2532.27,USD,2532.27,USD,1/21/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/01/22,3035779,2532.27,1/23/2015,,,,,,,,
Paid(Override),338081,,2/1/2016,2608.24,USD,2608.24,USD,1/20/2016,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2016/01/21 P 2016/01/21 P 2016/01/21,3260564,2608.24,1/22/2016,,,,,,,,
Paid(Override),338081,,3/1/2007,1999,USD,1999,USD,2/15/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,748709,1999,2/20/2007,,,,,,,,
Paid(Override),338081,,3/1/2008,2058.97,USD,2058.97,USD,2/19/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1087296,2058.97,2/20/2008,,,,,,,,
Paid(Override),338081,,3/1/2009,2120.74,USD,2120.74,USD,2/18/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1413803,2120.74,2/20/2009,,,,,,,,
Paid(Override),338081,,3/1/2010,2184.36,USD,2184.36,USD,2/17/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/02/18,1708142,2184.36,2/19/2010,,,,,,,,
Paid(Override),338081,,3/1/2011,2249.89,USD,2249.89,USD,2/17/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1995095 2011/02/22 2249.89 2249.89 P 2011/02/18,1995095,2249.89,2/22/2011,,,,,,,,
Paid(Override),338081,,3/1/2012,2317.39,USD,2317.39,USD,2/15/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/02/16,2277613,2317.39,2/17/2012,,,,,,,,
Paid(Override),338081,,3/1/2013,2386.91,USD,2386.91,USD,2/19/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2551366,2386.91,2/21/2013,,,,,,,,
Paid(Override),338081,,3/1/2014,2458.52,USD,2458.52,USD,2/20/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2783410 2014/02/24 2458.52 2458.52 P 2014/02/21,2783410,2458.52,2/24/2014,,,,,,,,
Paid(Override),338081,,3/1/2015,2532.27,USD,2532.27,USD,2/19/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/02/20,3056920,2532.27,2/23/2015,,,,,,,,
Paid(Override),338081,,3/1/2016,2608.24,USD,2608.24,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338081,,4/1/2007,1999,USD,1999,USD,3/21/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,774696,1999,3/23/2007,,,,,,,,
Paid(Override),338081,,4/1/2008,2058.97,USD,2058.97,USD,3/21/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/03/24,1114641,2058.97,3/25/2008,,,,,,,,
Paid(Override),338081,,4/1/2009,2120.74,USD,2120.74,USD,3/20/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1440078,2120.74,3/24/2009,,,,,,,,
Paid(Override),338081,,4/1/2010,2184.36,USD,2184.36,USD,3/19/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/03/22,1731815,2184.36,3/23/2010,,,,,,,,
Paid(Override),338081,,4/1/2011,2249.89,USD,2249.89,USD,3/21/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2018077,2249.89,3/23/2011,,,,,,,,
Paid(Override),338081,,4/1/2012,2317.39,USD,2317.39,USD,3/20/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/03/22,2302218,2317.39,3/23/2012,,,,,,,,
Paid(Override),338081,,4/1/2013,2386.91,USD,2386.91,USD,3/20/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2572774 2013/03/22 2386.91 2386.91,2572774,2386.91,3/22/2013,,,,,,,,
Paid(Override),338081,,4/1/2014,2458.52,USD,2458.52,USD,3/20/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2806750,2458.52,3/24/2014,,,,,,,,
Paid(Override),338081,,4/1/2015,2532.27,USD,2532.27,USD,3/19/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/03/20 P 2015/03/20 PP 3074883 2015/03/23 2532.27 2532.27 P 2015/03/20 PP 3074883 2015/03/23 2532.27 2532.27 P 2015/03/20 P 2015/03/20 PP 3074883 2015/03/23 2532.27 2532.27,3074883,2532.27,3/23/2015,,,,,,,,
Paid(Override),338081,,4/1/2016,2608.24,USD,2608.24,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338081,,5/1/2007,1999,USD,1999,USD,4/18/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/04/20,798104,1999,4/23/2007,,,,,,,,
Paid(Override),338081,,5/1/2008,2058.97,USD,2058.97,USD,4/21/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PPV2 1138968 2008/04/24 2058.97 2058.97 PP 1138968 2008/04/23 2058.97 2058.97 P 2008/04/22,1154790,2058.97,4/24/2008,,,,,,,,
Paid(Override),338081,,5/1/2009,2120.74,USD,2120.74,USD,4/20/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/04/21,1465201,2120.74,4/22/2009,,,,,,,,
Paid(Override),338081,,5/1/2010,2184.36,USD,2184.36,USD,4/20/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/04/21,1757952,2184.36,4/22/2010,,,,,,,,
Paid(Override),338081,,5/1/2011,2249.89,USD,2249.89,USD,4/20/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/04/21 P 2011/04/21,2046478,2249.89,4/22/2011,,,,,,,,
Paid(Override),338081,,5/1/2012,2317.39,USD,2317.39,USD,4/19/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,2323887,2317.39,4/23/2012,,,,,,,,
Paid(Override),338081,,5/1/2013,2386.91,USD,2386.91,USD,4/18/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2592077,2386.91,4/23/2013,,,,,,,,
Paid(Override),338081,,5/1/2014,2458.52,USD,2458.52,USD,4/17/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/04/23,2831049,2458.52,4/24/2014,,,,,,,,
Paid(Override),338081,,5/1/2015,2532.27,USD,2532.27,USD,4/21/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/04/22 PP 3093777 2015/04/23 2532.27 2532.27 P 2015/04/22,3093777,2532.27,4/23/2015,,,,,,,,
Paid(Override),338081,,5/1/2016,2608.24,USD,2608.24,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),338081,,6/1/2007,1999,USD,1999,USD,5/16/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/05/18,821024,1999,5/21/2007,,,,,,,,
Paid(Override),338081,,6/1/2008,2058.97,USD,2058.97,USD,5/21/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1179398,2058.97,5/23/2008,,,,,,,,
Paid(Override),338081,,6/1/2009,2120.74,USD,2120.74,USD,5/19/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/05/20,1490985,2120.74,5/21/2009,,,,,,,,
Paid(Override),338081,,6/1/2010,2184.36,USD,2184.36,USD,5/19/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/05/20,1781339,2184.36,5/21/2010,,,,,,,,
Paid(Override),338081,,6/1/2011,2249.89,USD,2249.89,USD,5/19/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2069592,2249.89,5/23/2011,,,,,,,,
Paid(Override),338081,,6/1/2012,2317.39,USD,2317.39,USD,5/16/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,2345762,2317.39,5/21/2012,,,,,,,,
Paid(Override),338081,,6/1/2013,2386.91,USD,2386.91,USD,5/21/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2610254 2013/05/23 2386.91 2386.91 P 2013/05/22 P 2013/05/22,2610254,2386.91,5/23/2013,,,,,,,,
Paid(Override),338081,,6/1/2014,2458.52,USD,2458.52,USD,5/20/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,2854850,2458.52,5/22/2014,,,,,,,,
Paid(Override),338081,,6/1/2015,2532.27,USD,2532.27,USD,5/19/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3113697 2015/05/21 2532.27 2532.27,3113697,2532.27,5/21/2015,,,,,,,,
Paid(Override),338081,,7/1/2007,1999,USD,1999,USD,6/21/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,847312,1999,6/25/2007,,,,,,,,
Paid(Override),338081,,7/1/2008,2058.97,USD,2058.97,USD,6/23/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/06/24,1204271,2058.97,6/25/2008,,,,,,,,
Paid(Override),338081,,7/1/2009,2120.74,USD,2120.74,USD,6/19/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/06/22,1516287,2120.74,6/23/2009,,,,,,,,
Paid(Override),338081,,7/1/2010,2184.36,USD,2184.36,USD,6/18/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/06/21,1805148,2184.36,6/22/2010,,,,,,,,
Paid(Override),338081,,7/1/2011,2249.89,USD,2249.89,USD,6/21/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/06/22,2092950,2249.89,6/23/2011,,,,,,,,
Paid(Override),338081,,7/1/2012,2317.39,USD,2317.39,USD,6/20/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/06/21 P 2012/06/21,2368662,2317.39,6/22/2012,,,,,,,,
Paid(Override),338081,,7/1/2013,2386.91,USD,2386.91,USD,6/20/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2628068,2386.91,6/24/2013,,,,,,,,
Paid(Override),338081,,7/1/2014,2458.52,USD,2458.52,USD,6/19/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2880778,2458.52,6/23/2014,,,,,,,,
Paid(Override),338081,,7/1/2015,2532.27,USD,2532.27,USD,6/18/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/06/19 PP 3131488 2015/06/22 2532.27 2532.27 PP 3131488 2015/06/22 2532.27 2532.27 PP 3131488 2015/06/22 2532.27 2532.27 PP 3131488 2015/06/22 2532.27 2532.27 PP 3131488 2015/06/22 2532.27 2532.27 P 2015/06/19,3131488,2532.27,6/22/2015,,,,,,,,
Paid(Override),338081,,8/1/2007,1999,USD,1999,USD,7/19/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,916334,1999,7/23/2007,,,,,,,,
Paid(Override),338081,,8/1/2008,2058.97,USD,2058.97,USD,7/22/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1228533,2058.97,7/24/2008,,,,,,,,
Paid(Override),338081,,8/1/2009,2120.74,USD,2120.74,USD,7/22/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/07/23,1541359,2120.74,7/24/2009,,,,,,,,
Paid(Override),338081,,8/1/2010,2184.36,USD,2184.36,USD,7/21/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/07/22,1828018,2184.36,7/23/2010,,,,,,,,
Paid(Override),338081,,8/1/2011,2249.89,USD,2249.89,USD,7/20/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/07/22,2115413,2249.89,7/25/2011,,,,,,,,
Paid(Override),338081,,8/1/2012,2317.39,USD,2317.39,USD,7/19/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2390927,2317.39,7/24/2012,,,,,,,,
Paid(Override),338081,,8/1/2013,2386.91,USD,2386.91,USD,7/19/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/07/22,2645723,2386.91,7/23/2013,,,,,,,,
Paid(Override),338081,,8/1/2014,2458.52,USD,2458.52,USD,7/17/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2904021,2458.52,7/21/2014,,,,,,,,
Paid(Override),338081,,8/1/2015,2532.27,USD,2532.27,USD,7/21/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3150135 2015/07/23 2532.27 2532.27 PP 3150135 2015/07/23 2532.27 2532.27 PP 3150135 2015/07/23 2532.27 2532.27,3150135,2532.27,7/23/2015,,,,,,,,
Paid(Override),338081,,9/1/2007,2020.99,USD,2020.99,USD,8/22/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,941635,2020.99,8/24/2007,,,,,,,,
Paid(Override),338081,,9/1/2008,2081.62,USD,2081.62,USD,8/22/2008,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/08/25,1256034,2081.62,8/26/2008,,,,,,,,
Paid(Override),338081,,9/1/2009,2144.07,USD,2144.07,USD,8/20/2009,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1565385,2144.07,8/24/2009,,,,,,,,
Paid(Override),338081,,9/1/2010,2208.39,USD,2208.39,USD,8/20/2010,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1850935,2208.39,8/23/2010,,,,,,,,
Paid(Override),338081,,9/1/2011,2274.64,USD,2274.64,USD,8/23/2011,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2137694,2274.64,8/24/2011,^1424.93^849.71,^8/23/2011^8/23/2011,^2137694^2137694,^2274.64^2274.64,^8/24/2011^8/24/2011,^^,^^,
Paid(Override),338081,,9/1/2012,2342.88,USD,2342.88,USD,8/16/2012,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/08/21,2413202,2342.88,8/22/2012,,,,,,,,
Paid(Override),338081,,9/1/2013,2413.17,USD,2413.17,USD,8/21/2013,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/08/22,2664126,2413.17,8/23/2013,,,,,,,,
Paid(Override),338081,,9/1/2014,2485.56,USD,2485.56,USD,8/21/2014,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2929286,2485.56,8/25/2014,,,,,,,,
Paid(Override),338081,,9/1/2015,2560.13,USD,2560.13,USD,8/19/2015,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/08/20 P 2015/08/20,3168206,2560.13,8/21/2015,,,,,,,,
Paid(Override),338081,,9/20/2006,732.97,USD,732.97,USD,1/16/2007,,,,^100^100,^4000107639-2000054489^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/01/17 P 2007/01/17 fvs 1/16/2006 per commencement letter pay 9/20/06 thru 1/31/07,710108,8728.97,1/19/2007,,,,,,,,
Paid(Override),338441,,1/1/2007,950,USD,950,USD,1/18/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,MD 1/18/07: cd 12/1/06,1500068681,193240.8,1/23/2007,,,,,,,,
Paid(Override),338441,,1/1/2008,950,USD,950,USD,12/10/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501098640,283052.94,12/11/2007,,,,,,,,
Paid(Override),338441,,1/1/2009,950,USD,950,USD,12/16/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/12/17,1501256569,295827.16,12/22/2008,,,,,,,,
Paid(Override),338441,,1/1/2010,950,USD,950,USD,12/18/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501526606122909 2009/12/29 306907.04 950.00 PP 1501499354122309 2009/12/23 306907.04 950.00,1501526606,306907.04,12/29/2009,,,,,,,,
Paid(Override),338441,,1/1/2011,950,USD,950,USD,12/20/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/12/21,1501332945,327180.03,12/22/2010,,,,,,,,
Paid(Override),338441,,1/1/2012,1092.5,USD,1092.5,USD,12/19/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/12/20,1501348576,340566.53,12/21/2011,,,,,,,,
Paid(Override),338441,,1/1/2013,1092.5,USD,1092.5,USD,12/19/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2513269,662482.51,12/21/2012,,,,,,,,
Paid(Override),338441,,1/1/2014,1092.5,USD,1092.5,USD,12/18/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/12/19,2742516,754786.91,12/20/2013,,,,,,,,
Paid(Override),338441,,1/1/2015,1092.5,USD,1092.5,USD,12/18/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/12/19,1501747449,783450.72,12/24/2014,,,,,,,,
Paid(Override),338441,,1/1/2016,1092.5,USD,1092.5,USD,12/17/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/12/18 P 2015/12/18 PP 1501591861122215 2015/12/22 782921.68 1092.50 P 2015/12/18,1501591861,782921.68,12/22/2015,,,,,,,,
Paid(Override),338441,,10/1/2007,950,USD,950,USD,9/20/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/09/21,1500810543,276018.16,9/24/2007,,,,,,,,
Paid(Override),338441,,10/1/2008,950,USD,950,USD,9/23/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/09/24,1500886989,287942.13,9/25/2008,,,,,,,,
Paid(Override),338441,,10/1/2009,950,USD,950,USD,9/18/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/09/21,1501150665,299488.97,9/24/2009,,,,,,,,
Paid(Override),338441,,10/1/2010,950,USD,950,USD,9/21/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/09/22,1501012330,321542.2,9/24/2010,,,,,,,,
Paid(Override),338441,,10/1/2011,1092.5,USD,1092.5,USD,9/20/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/09/22 P 2011/09/22,1500976423,334577.87,9/23/2011,,,,,,,,
Paid(Override),338441,,10/1/2012,1092.5,USD,1092.5,USD,9/19/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2442926,612267.19,9/21/2012,,,,,,,,
Paid(Override),338441,,10/1/2013,1092.5,USD,1092.5,USD,9/19/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2686747,709495.13,9/23/2013,,,,,,,,
Paid(Override),338441,,10/1/2014,1092.5,USD,1092.5,USD,9/18/2014,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501300683,728484.27,9/22/2014,,,,,,,,
Paid(Override),338441,,10/1/2015,1092.5,USD,1092.5,USD,9/17/2015,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501117769,730417.59,9/22/2015,,,,,,,,
Paid(Override),338441,,11/1/2007,950,USD,950,USD,10/22/2007,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500910764,276846.31,10/24/2007,,,,,,,,
Paid(Override),338441,,11/1/2008,950,USD,950,USD,10/23/2008,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/10/24,1501026431,290253.61,10/27/2008,,,,,,,,
Paid(Override),338441,,11/1/2009,950,USD,950,USD,10/21/2009,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/10/22,1501264481,301333.64,10/23/2009,,,,,,,,
Paid(Override),338441,,11/1/2010,950,USD,950,USD,10/20/2010,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501109353102610 2010/10/26 321062.23 950.00 PP 1501109353102610 2010/10/26 321062.23 950.00 P 2010/10/21,1501109353,321062.23,10/26/2010,,,,,,,,
Paid(Override),338441,,11/1/2011,1092.5,USD,1092.5,USD,10/17/2011,,,,^100^100,^4000087462-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/10/18,1501092218,335822.26,10/19/2011,,,,,,,,
Paid(Override),338441,,11/1/2012,1092.5,USD,1092.5,USD,10/17/2012,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/10/18,2464526,610320.53,10/19/2012,,,,,,,,
Paid(Override),338441,,11/1/2013,1092.5,USD,1092.5,USD,10/23/2013,,,,^100^100,^4000266109-2000119022^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2705010,718581.69,10/25/2013,,,,,,,,
